ED_1d,ED_2d,absCurMot,absCurColr,accuracy
-0.493594621392814,1.7341405713197,1.66765455585538,1.20340900371472,0.833333333333333
2.35088992480076,0.679592491099329,-1.35272207178853,-4.56142608324687,0.635416666666667
-0.261079367363092,1.20413712931402,0.518113460504647,-1.93772065639496,0.78125
-1.50917189681169,-0.973523485841173,-2.74550741369074,-1.12078550570842,0.572916666666667
-0.880916265375686,0.805456471488331,-0.543463762059356,-2.59005316459771,0.614583333333333
0.470474270482858,-0.298894502899864,-2.18088547388713,0.976909060595614,0.71875
0.706979419245864,0.0554071519185196,0.686900865963914,0.545441372658719,0.802083333333333
-0.669142340620359,-1.09453602541577,-0.663101870905269,-0.982488628815521,0.583333333333333
0.209036319093271,1.29242639288758,-0.803737334173286,-1.95427233748364,0.8125
0.33474376989585,1.3608478334817,0.00601579677878004,-1.14125529879873,0.8125
-0.174823671240698,0.714220599694686,-0.753542953650608,-1.52886273644187,0.625
0.528573514272769,-0.212755018083209,-0.680003998631781,-0.100399903614413,0.677083333333333
1.7383042862921,-0.473132486144702,-1.51409186874375,1.0871820914926,0.770833333333333
-0.93081832812591,0.101154145982229,0.780593503266573,-0.26690206354992,0.71875
0.238527345174754,-0.737770761955868,-0.458261319831239,1.44022400541739,0.770833333333333
0.353173425477563,1.72265881119352,-1.88084707296256,0.844548368092739,0.875
0.809475086403616,0.673319372038046,1.51508643320113,-1.07659855801048,0.635416666666667
-0.25285011507345,0.0201968008821661,3.20135232354655,-0.295913679638144,0.708333333333333
-1.37622139444857,1.1798883712653,0.0110029406619794,0.864189337826136,0.6875
0.837153658270836,1.89884303374724,-1.56618423534162,-1.25813796258334,0.739583333333333
-1.35114018619061,1.34474255821922,-0.374917913115386,-0.524906086989424,0.6875
-1.02367650491722,0.965686506845734,-2.20527135783976,-1.62113392353058,0.677083333333333
-1.34226248300437,-0.227801621637561,-0.0996892989584894,0.0965255660033136,0.802083333333333
-0.306470491104957,-1.79053185202859,1.87835672678369,1.05703889059298,0.614583333333333
0.599778375165029,0.765782944180749,-1.31927418347561,-0.615655824090495,0.71875
-0.919101076595711,0.245771977937583,0.138035625896671,-1.88778869198127,0.8125
-0.83290237481847,-0.351872557943518,-1.52431480631684,-0.82610332582033,0.75
-0.242134175884227,-0.592038421806964,0.342372854776455,0.701661839629665,0.625
-1.42059327978076,3.47144556768013,5.94689100438898,-1.37734705887058,0.802083333333333
-0.933829401704398,0.608310365654302,-0.649972965319951,-3.46658706665039,0.802083333333333
0.0365385182879188,-0.305252607319165,0.267718537964604,0.913834966944926,0.666666666666667
1.03753740814599,-0.420024842306068,0.0834415040232919,0.0256247832016511,0.677083333333333
-0.449306137634046,3.21277013691989,-3.51373666705507,-2.70898181200027,0.75
-0.290059205313975,-0.267999317045465,0.249007492693085,-0.729590455803907,0.760416666666667
1.95467056830724,1.86259977925907,1.91999950192191,-1.9487041108536,0.697916666666667
-0.72381638442025,-0.583954140318163,-1.25797645860549,2.10082986679944,0.697916666666667
0.249262486894925,1.01301701965206,-0.0621858345288219,0.0246243804241672,0.697916666666667
-0.739629413593899,-0.369068442872076,-0.13870186042605,-0.849603714139173,0.677083333333333
-1.97305807561585,1.29002270147656,0.996733079128193,-1.54121698303656,0.770833333333333
2.42202873573159,0.442488181320104,-0.647311217744242,0.508158405621847,0.71875
0.727102928089373,-0.653889265475851,-1.67549382556568,0.619673365896398,0.552083333333333
