motchange1d,colchange1d,motchange2d,colchange2d
0.476012751911626,0.0493959716775201,0.105383076902592,-0.593623957850716
0.00833290392024951,0.505084279134418,-0.130146094569654,0.0770946380710511
-0.0972674774626891,-0.277860943792444,0.0436400651480212,0.652092032586083
-0.782545444640246,0.519714046608318,0.17508224313232,-0.304141329968292
-0.400905232086326,-0.2121479702041,0.391230842945251,0.120210696689107
0.48029853087483,0.323120198466561,-0.174069594845853,-0.747119778710784
0.348381709646095,0.0806860617841735,-0.259759089034615,0.029871059948522
-0.285394788917267,0.11694212404616,0.553428864924971,0.252770603154645
0.437011241757621,0.4634195078503,-0.348950700213512,0.0564411316405643
-0.432673856728908,-0.32632151144472,0.752364335638104,-0.0565663812625589
-0.698455140220396,0.385133387351578,0.317109770847089,-0.0497089429391604
0.158562059655334,0.205220058447484,0.0587276508184996,-0.0610470372167501
0.280463096883261,0.0916563682258129,-0.918103718396389,0.216415817087347
1.51052897626703,1.34961187297648,-1.48523296009411,0.0407325318929824
-0.136964962281513,-0.396465056773388,0.15379603455464,0.150350663444084
0.206880030673787,0.592456978153099,-0.355119360102849,-0.174424642922752
0.485252156740788,1.53176887514013,2.65101739493283,-0.456317508085207
0.734895191183596,-0.00928207797308763,0.00698416838140199,-0.641192931117433
1.41774137182669,0.240946574503499,-0.320132921365174,-0.289709879141865
0.437185192650015,0.253656011357,0.134599432462093,-0.343112394552339
0.545352859704783,0.0840778003136317,-0.0124422212441762,-0.453225106508894
0.0623750944593639,-0.181284731536201,0.168474602315462,-0.148691804910248
1.06036555586439,0.943745808167891,-0.181823759819522,0.0483002298031793
-0.0622927282344211,-0.0309990996664221,-0.171136386579636,-0.417539743988803
0.0232146378098564,-0.26341923416564,0.327823649866111,0.14048560065302
-0.0314313108948144,0.00761246980365479,-0.139531922667767,0.166303948245265
-0.918886616374507,0.152266523151687,-0.24046693381035,-0.667315167911125
0.512091928246346,1.0450982604966,-0.223209963039015,-0.0438533280835007
-0.538257473571734,-0.201444263428901,0.336107475739537,0.22787758764444
0.0598590361575286,0.251804780271469,-0.228516831655394,-0.0894537502476438
0.2326213213982,0.390541987662966,-0.381949566078909,-0.0750027188297474
-0.308094570074569,-0.327638328470515,0.354536874727769,-0.314854611896656
0.397625883871859,-0.0998045543039387,0.0851424140009013,0.0049488116055727
0.60747011728359,0.805398959553603,-0.125771704101653,0.281014152661417
0.609869494131117,0.827794607841607,0.132410566625891,-0.209382683095155
0.530298925258897,0.466108293470108,-0.158680279259429,0.0573701065767444
0.180522339023424,1.89594610746611,0.789555284109983,0.504443522204052
0.813235257836905,1.71781743295265,0.569936851660411,0.31710625287484
0.470311925944054,0.170978685558745,0.525481878582275,-0.0784344287645636
0.394861200429273,0.433300233248508,-0.383320087510528,-0.0766854066063057
0.526788428425789,-0.131064519399043,0.0428558385394739,0.186612746142077
